Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Viet Nam,VNM,Control of Corruption: Percentile Rank,CC.PER.RNK,40,36.6666679382324,30.4761905670166,35.238094329834,32.8571434020996,41.4285697937012,45.7142868041992,46.2264137268066,38.6792449951172
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,875.552531168736,990.989865603811,1019.90521787737,1279.73752642963,1547.48827375021,1611.24942280118,1557.98284200549,1479.21938415923,1712.76156220381
Viet Nam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,43.3333320617676,56.1904754638672,54.761905670166,52.3809509277344,51.9047622680664,46.6666679382324,46.6666679382324,47.6415100097656,50.4716987609863
Viet Nam,VNM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.8,26.8,28.3,24.3,20.4,18.9,24.2,..,..
Viet Nam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.377014054477,20.3304456216218,18.5797797556674,20.1630176303186,20.8317868906878,20.8010641731194,..,..,..
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,35.3964190424428,36.0290921584165,45.1716093478926,39.5259564601314,30.8673770187175,35.7344713706839,41.1697321016349,..,..
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,44.8711640388917,45.8783548775157,45.9963369846492,46.2346815387217,46.4768416451573,46.7190017515929,46.9611618580284,47.203321964464,47.4454820708996
Viet Nam,VNM,Gini index,SI.POV.GINI,..,35.3,..,35.7,..,36.8,..,36.1,..
Viet Nam,VNM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,81.765,81.479,82.091,82.855,81.939,80.059,78.422,79.497,79.278
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.955,73.984,74.026,74.1,74.211,75.383,74.145,74.502,74.588
Viet Nam,VNM,Regulatory Quality: Estimate,RQ.EST,-0.505210995674133,-0.502611756324768,-0.433779716491699,-0.372491270303726,-0.375260800123215,-0.236916333436966,-0.404661357402802,-0.429956316947937,-0.382607728242874
Viet Nam,VNM,Voice and Accountability: Estimate,VA.EST,-1.35883224010468,-1.37323105335236,-1.41349077224731,-1.47091710567474,-1.40485322475433,-1.37661600112915,-1.30874562263489,-1.28640735149384,-1.24185371398926
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,679.445923972947,738.879533385899,757.479979941312,885.646841787765,987.27147244039,991.281232485165,962.199524881189,1023.0571362687,..
Viet Nam,VNM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.733762784722565,0.597059752522706,1.32019593836106,1.30389576930863,2.94445992972498,5.37810936985936,10.1722062845034,..,..
Viet Nam,VNM,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,54.6537823333648,52.9039649663942,52.4931903495244,54.7622310903292,54.7200491811786,51.4629936913429,55.5164489485793,54.3828600398932,54.9243054289581
Viet Nam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.4548341262217,90.1583347107672,91.0725198149335,92.8377710790826,94.654621676317,93.1921389514105,92.7690209240401,93.4123434096522,..
Viet Nam,VNM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,0.666,0.687239348888397,..,0.689964532852173,..,..,..
Viet Nam,VNM,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,..,6.2,..,5.2,..,3.7,..,4.2,..
Viet Nam,VNM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,9.2,7.9,6.8,5.7,4.8,4.4,4.2,..
Viet Nam,VNM,Government Effectiveness: Estimate,GE.EST,0.0631621554493904,-0.0174771249294281,-0.0333407856523991,-0.0117206163704395,0.0278810821473598,0.193557769060135,0.243436112999916,0.174635261297226,0.126466900110245
Viet Nam,VNM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0638082250952721,0.226832523941994,0.211102172732353,0.0330829620361328,0.0399874038994312,-0.0389890633523464,-0.117782436311245,-0.0461320951581001,-0.0363807342946529
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,36.6666679382324,38.0952377319336,45.238094329834,44.2857131958008,35.238094329834,36.6666679382324,36.6666679382324,37.2641525268555,36.3207550048828
Indonesia,IDN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,216.734516764311,213.439511627648,231.143009379508,269.318424855759,293.94065455049,267.332186907754,282.825003616062,305.907099967734,316.951047792595
Indonesia,IDN,Rule of Law: Percentile Rank,RL.PER.RNK,39.523811340332,40.476188659668,40,41.9047622680664,40.476188659668,40.476188659668,44.2857131958008,45.2830200195312,46.698112487793
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.6,27.8,25.2,22,19.8,21.9,20.2,..,..
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.6712786457665,19.1310042759597,16.9555634840925,18.4371895829409,19.4270918962783,17.8814994983985,..,..,..
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,13.6593504639543,15.1437457097094,15.7714127577141,15.5999106611078,14.5841228957778,15.8206622268759,15.5300398228856,..,..
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,50.6135490506354,50.7434545269582,50.0393338229866,49.7168177792076,49.3942964092507,49.0717803654717,48.3619448681206,48.0419900717626,47.7220336902463
Indonesia,IDN,Gini index,SI.POV.GINI,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,69.001,68.742,69.047,70.027,70.571,69.644,68.175,69.08,69.073
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925,71.146
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,-0.158227473497391,-0.0313757993280888,0.0279275011271238,-0.0218164678663015,0.0289513897150755,0.216156706213951,0.287561029195786,0.205959960818291,0.301378756761551
Indonesia,IDN,Voice and Accountability: Estimate,VA.EST,0.184877097606659,0.16793267428875,0.131470382213593,0.162210986018181,0.131386235356331,0.0993008315563202,0.149332702159882,0.14396958053112,0.138982817530632
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,698.660737586188,718.57953489745,755.351304203294,826.038659966956,844.870039441295,848.436766186593,896.813534898965,953.65392850686,976.949985543796
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,8.08662643566284,8.02110060254748,8.98691311092176,8.5965183727374,8.09560604666851,8.4805233601994,8.65237684146036,..,..
Indonesia,IDN,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,72.5735534118768,74.0999028424178,85.3040847052823,102.926170590841,109.780221157467,102.525443244006,102.295981337898,121.609470112464,136.21035297682
Indonesia,IDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.8423207929976,87.8191791728036,90.9455391241064,92.8120739600443,94.9467044891028,96.9345779132931,97.8441479813619,97.8167602714893,96.0002120295081
Indonesia,IDN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,0.535,0.53795725107193,..,0.540038466453552,..,..,..
Indonesia,IDN,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,43.4,38.7,34.1,30.3,28.3,26.4,24.2,23.7,21.9
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,11.2,10.9,10.6,9.8,9.4,9.8,10.1,9.5,9.4
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,-0.325818121433258,-0.0507822521030903,-0.0197342690080404,0.141379877924919,0.138700008392334,0.31706503033638,0.346443444490433,0.436147511005402,0.58032637834549
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.619956314563751,-0.379699736833572,-0.504938721656799,-0.552034020423889,-0.502143025398254,-0.462311387062073,-0.531449198722839,-0.553894221782684,-0.404375314712524
