Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Thailand,THA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,193.334535734921,189.423549804068,190.400536047405,187.932327160889,198.265081314155,187.778391794868,180.492886780958,189.277793565124,187.485830710944
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,50,52.8571434020996,53.8095245361328,52.8571434020996,56.1904754638672,55.238094329834,55.238094329834,54.7169799804688,57.5471687316895
Thailand,THA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,22.6,22.4,22.2,23.7,23.9,20.9,19,..,..
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,28.1544413826202,30.3985996204755,27.1006744719071,30.0080973964844,30.382756547172,31.0072016277159,..,..,..
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,13.1383644566273,20.9233645462311,20.2627968718758,23.9614675434309,25.2454437243751,18.8002557141409,19.9307401392503,..,..
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,39.2667697547417,39.1806455401358,39.1101802736401,39.0397150071444,38.9692497406487,38.8987844741529,38.8283192076572,38.7578539411615,38.6873886746658
Thailand,THA,Gini index,SI.POV.GINI,36,36.7,36.4,36.4,34.9,35,34.9,34.3,33.5
Thailand,THA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,75.594,74.86,74.277,74.858,74.322,74.547,74.695,75.272,75.312
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.563,76.769,76.989,77.19,77.197,77.331,77.606,75.291,76.412
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,0.195901736617088,0.0528686940670013,0.0076168579980731,-0.0440966561436653,-0.0219450928270817,0.0636607557535172,0.0835350751876831,0.165019407868385,0.158257782459259
Thailand,THA,Voice and Accountability: Estimate,VA.EST,-0.969038724899292,-1.022944688797,-1.04547691345215,-1.017458319664,-0.846085667610168,-0.809261918067932,-0.789397776126862,-0.620351493358612,-0.450371354818344
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1932.67390968815,1985.00530928348,1988.13781529099,1951.8556356188,1989.81234226863,1884.35073727402,1848.06336093307,1867.46968312053,1851.27231424167
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,10.9237564959169,18.9619482005576,17.5784530448113,19.638923446039,21.8353127893136,16.1636964774532,17.2997083499576,..,..
Thailand,THA,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,5.34444165564885,8.22496685324643,7.42571255023332,4.5528383977965,-0.409610832387053,4.12008781906958,5.44073285815989,7.40733138076173,5.24581781741809
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,124.330596923828,122.563217163086,79.5062371844027,80.6045305135668,81.7206425877734,82.3668560969625,84.6644528199547,88.0661686868399,93.3356315272258
Thailand,THA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,0.604,0.616861402988434,..,0.609310984611511,..,..,..
Thailand,THA,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,0.8,1,0.8,0.9,0.6,0.6,0.5,0.2,0.1
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,7.2,8.6,7.9,9.9,6.2,6.8,6.3,5.4,..
Thailand,THA,Government Effectiveness: Estimate,GE.EST,0.238737538456917,0.22570513188839,0.257845818996429,0.254539996385574,0.260609537363052,0.201812535524368,0.220056802034378,0.127444162964821,0.171705812215805
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.995044946670532,-0.991300225257874,-0.754879415035248,-0.799416124820709,-0.491406112909317,-0.578270494937897,-0.56877988576889,-0.393339306116104,-0.280302882194519
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,38.0952377319336,35.7142868041992,38.5714302062988,32.8571434020996,30.9523811340332,33.3333320617676,33.8095245361328,33.4905662536621,32.5471687316895
Philippines,PHL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,165.783008586836,184.834463839462,218.535916273651,231.899767009263,247.365466639109,218.953514590105,241.939037222149,253.804654177862,278.817337141354
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,40,36.1904754638672,32.3809509277344,31.9047622680664,29.5238094329834,28.0952377319336,26.1904754638672,33.0188674926758,37.2641525268555
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.8,28.6,27.8,27.6,26.9,29.1,28,..,..
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.7079275985218,19.9069716374648,18.3327018141416,20.5885077839401,21.5254371973976,20.2887417122616,..,..,..
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,25.5285937898147,24.3251318876174,24.6857793790399,23.4897057054649,20.9368263218944,21.3903690236352,22.7211103754847,..,..
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,23.5239963779052,23.6410101619881,23.758023946071,23.8750041922393,23.9920179763222,24.1090317604051,24.226045544488,24.3430593285709,24.4600731126539
Philippines,PHL,Gini index,SI.POV.GINI,44.6,..,..,42.3,..,..,40.7,..,39.3
Philippines,PHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,62.954,63.197,60.949,60.799,61.331,56.681,58.501,63.462,63.476
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.45,69.49,69.966,69.761,69.68,70.097,66.675,69.472,69.833
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,0.0541701726615429,0.112924449145794,0.127081677317619,0.0287664085626602,0.100199609994888,0.113156676292419,0.0623732283711433,0.0627855956554413,0.16425496339798
Philippines,PHL,Voice and Accountability: Estimate,VA.EST,0.14704766869545,0.163373067975044,0.0839975401759148,0.0210947003215551,0.00574713759124279,-0.106204241514206,-0.154726296663284,-0.0548803359270096,-0.0168379731476307
Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,499.070776259238,520.980850770081,544.47519980766,554.498283533215,551.866549795025,518.156775784154,530.987980701231,550.793803994865,..
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,15.0144758715251,15.3920173574017,14.5024584083925,14.0845094422838,13.3689987834894,14.322411675102,14.0338882058072,..,..
Philippines,PHL,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,33.6837904144054,36.4442757589868,41.840232264224,42.3739391401998,42.8160863321739,43.4196368132535,45.7315188342966,43.1868247962406,43.3357071029186
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.0085254812081,82.7837574272484,80.9227600097656,79.3622469757001,85.3821865979599,87.9419879481158,85.8666475631511,92.291271176651,91.5493424610693
Philippines,PHL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,0.548,0.549015581607819,..,0.51596212387085,..,..,..
Philippines,PHL,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,30.7,..,..,21.8,..,..,21.3,..,16.9
Philippines,PHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,23.5,..,..,16.7,..,..,18.1,..,15.5
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,0.160157755017281,0.0184973310679197,-0.0349111147224903,0.062349122017622,0.059953011572361,0.0678123831748962,0.0347901321947575,0.063930444419384,0.154091909527779
Philippines,PHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.854724228382111,-1.37869036197662,-1.18929100036621,-1.09620380401611,-0.9280606508255,-0.778704285621643,-0.984022319316864,-0.655268549919128,-0.566050469875336
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,60.476188659668,57.6190490722656,55.7142868041992,62.8571434020996,60.9523811340332,60.476188659668,59.0476188659668,62.2641525268555,61.7924537658691
Malaysia,MYS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,292.610322822998,284.289756807813,269.22696022961,294.834086954362,296.147141595379,293.331812120958,301.901825920527,325.850055027529,339.791035091886
Malaysia,MYS,Rule of Law: Percentile Rank,RL.PER.RNK,66.1904754638672,64.2857131958008,63.8095245361328,69.523811340332,67.6190490722656,68.5714263916016,68.5714263916016,68.3962249755859,67.4528274536133
Malaysia,MYS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.4,4.4,5.2,5.3,5.7,7,7.5,..,..
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.9297330913892,16.3864419259472,14.9450075810201,16.6541753286852,17.8197510834605,16.1938532237922,..,..,..
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,11.1401917094649,13.6711221754117,17.0431848852901,16.7095480216049,16.1811968399747,17.5710782624676,17.0004556137729,..,..
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,59.2427940952671,58.7875209252777,58.6348805356871,58.4822401460965,58.3295997565059,58.1769593669152,58.0243189773246,57.871678587734,57.7190381981434
Malaysia,MYS,Gini index,SI.POV.GINI,41.1,..,..,41.2,..,..,40.7,..,..
Malaysia,MYS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,68.354,68.338,68.555,69.065,69.499,69.332,69.565,69.641,69.753
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.288,75.371,75.542,75.734,75.9,76.057,73.917,75.444,76.657
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.704775094985962,0.663995385169983,0.671388506889343,0.575907409191132,0.547572374343872,0.666613459587097,0.714465439319611,0.644006609916687,0.660894274711609
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,-0.391403198242188,-0.416713893413544,-0.398660808801651,-0.099500760436058,-0.0477054789662361,-0.154460147023201,-0.164951831102371,0.000423186487751082,0.0876194089651108
Malaysia,MYS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2706.92696275778,2759.17228283076,2617.76462271235,2839.45244829846,2878.2988852867,2722.6031659631,2793.49953523,2867.09651939173,..
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.86513059291381,0.892493297587131,0.888973994237152,1.27179108241407,1.51029138842632,1.89676222635702,-0.280085788739672,..,..
Malaysia,MYS,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,40.1438238276,44.3816754297032,45.2729116072902,45.9194115011907,44.631598802254,39.6156838705114,38.5716643481951,40.4871147997077,42.6534317308372
Malaysia,MYS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,81.5115814208984,79.8283920288086,78.8863677978516,74.4872817993164,75.3229827880859,73.2459411621094,74.9618181140898,78.8341986282999,79.4472788704033
Malaysia,MYS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,0.622,0.632578670978546,..,0.610976159572601,..,..,..
Malaysia,MYS,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,0.4,..,..,0.2,..,..,0.1,..,..
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,7.6,..,..,5.6,8.4,..,6.2,..,5.8
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,0.91708517074585,0.817718744277954,0.77773243188858,1.05388987064362,0.967774987220764,1.02225887775421,0.952433526515961,0.992667615413666,0.875369668006897
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.25394731760025,0.129485934972763,0.111209630966187,0.248113676905632,0.14648012816906,0.125864699482918,0.0595565475523472,0.163117811083794,0.16851469874382
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,
